ID	CNT_1	CNT_10	CNT_2	CNT_3	CNT_4	CNT_5	CNT_6	CNT_7	CNT_8	CNT_9	ICM_1	ICM_10	ICM_11	ICM_12	ICM_13	ICM_2	ICM_3	ICM_4	ICM_5	ICM_6	ICM_7	ICM_8	ICM_9
ENSG00000120254	18.91	15.74	14.31	6.57	18.01	4.86	246.2	4.73	12.49	19.47	15.68	12.59	12.78	14.3	24.56	15.79	26.51	6.79	16.33	3.91	15.55	11.47	16.55
ENSG00000174899	1.89	10.82	3.82	14.45	15.16	0	3.03	26.47	3.84	1.95	3.92	0	3.93	3.81	4.91	3.95	3.93	2.91	0	3.91	3.89	1.04	1.95
ENSG00000187531	84.14	49.19	18.13	18.39	17.06	19.42	72.65	36.87	40.34	32.13	43.12	40.69	50.15	52.43	40.28	26.65	64.81	98.99	70.14	60.55	34.03	56.29	54.52
ENSG00000080608	164.5	81.65	49.62	49.92	45.49	139.84	503.49	86.99	73	63.29	108.78	34.88	83.58	117.26	58.94	72.04	110.96	59.2	79.75	50.78	79.72	45.87	76.91
ENSG00000077009	2925.08	1518.87	4343.01	1301.84	2366.32	1965.54	2019.01	3187.3	3995.68	4514.14	4720.63	6320.44	4515.46	5592.02	5255.44	1433.98	5238.83	2802.81	2464.61	2958.03	4230.86	4447.12	6543.96
ENSG00000246705	115.34	84.6	82.07	42.04	63.49	80.6	77.69	97.39	65.31	81.79	100.94	105.6	100.3	102.96	143.42	62.18	144.35	65.02	106.66	100.59	90.41	94.86	114.87
ENSG00000085982	427.32	230.19	185.13	207.56	147.84	387.48	198.77	238.27	230.52	177.22	201.88	323.58	446.43	311.73	278	177.64	347.62	391.11	477.55	348.64	378.17	298.14	198.6
ENSG00000085231	129.52	282.33	348.32	362.57	346.84	216.56	472.21	204.23	165.21	325.22	459.62	192.79	250.75	232.6	216.11	318.77	199.34	187.31	168.15	226.56	179.85	170.96	335.86
ENSG00000006704	145.59	87.55	129.78	39.41	78.66	157.32	387.46	162.63	146.96	92.5	77.42	130.79	204.53	96.28	195.48	61.19	143.37	151.4	107.62	105.47	156.52	139.69	91.51
ENSG00000196876	1.89	1.97	1.91	5.25	0.95	6.8	0	2.84	0	1.95	2.94	0.97	0.98	3.81	0	1.97	3.93	0	5.77	7.81	4.86	6.25	4.87
ENSG00000158865	0	0	0	0	0.95	0	5.05	0	1.92	0.97	0	0	0.98	3.81	0	0	2.95	2.91	6.73	0.98	3.89	2.08	0.97
ENSG00000196873	3.78	11.8	20.04	10.51	13.27	13.6	38.34	7.56	1.92	14.61	21.56	10.66	4.92	12.39	13.75	21.71	9.82	6.79	4.8	9.77	12.64	20.85	22.39
ENSG00000196872	10.4	20.66	39.13	14.45	7.58	24.28	121.08	52.95	12.49	45.76	33.32	21.31	27.53	56.24	38.31	22.7	58.92	17.47	3.84	22.46	45.69	21.89	53.54
ENSG00000027644	1.89	0.98	1.91	0	2.84	0	0	14.18	1.92	2.92	2.94	2.91	3.93	12.39	3.93	3.95	12.77	4.85	4.8	1.95	2.92	5.21	7.79
ENSG00000183638	3.78	1.97	0	0	2.84	6.8	0	0	7.68	0	0.98	1.94	0	3.81	1.96	0.99	2.95	2.91	0.96	4.88	11.67	1.04	1.95
ENSG00000004961	94.54	191.83	203.27	377.02	398.97	157.32	136.22	184.37	136.39	283.35	363.58	252.86	246.82	121.07	228.88	343.44	118.82	139.75	196.98	238.28	168.18	271.04	301.79
ENSG00000196878	36.87	12.79	19.09	17.08	53.07	22.34	40.36	46.33	45.14	56.48	19.6	43.6	65.88	56.24	40.28	47.37	57.94	2.91	21.14	32.23	59.3	28.15	25.31
ENSG00000184992	55.78	45.25	82.07	43.35	58.76	17.48	7.06	9.46	74.92	33.11	28.42	43.6	48.18	48.62	27.51	60.2	30.44	34.94	103.77	37.11	47.64	38.57	36.99
ENSG00000184990	131.41	109.19	88.75	35.47	57.81	120.42	72.65	159.79	123.9	91.53	139.16	212.17	145.53	131.55	193.52	64.15	116.85	199.92	159.5	160.16	138.05	120.92	104.17
ENSG00000148655	45.38	32.46	79.21	22.33	43.59	85.46	27.24	72.8	107.58	34.08	102.9	52.32	56.05	62.92	128.68	58.23	88.38	57.26	92.24	52.73	100.13	29.19	68.15
ENSG00000134121	8.51	23.61	26.72	13.14	117.51	4.86	37.33	31.2	26.89	22.4	14.7	9.69	20.65	29.55	20.63	8.88	15.71	0	8.65	8.79	11.67	8.34	14.6
ENSG00000133858	166.39	294.13	294.88	237.77	197.11	255.4	684.1	174.92	236.28	213.24	222.46	257.7	196.67	238.32	263.26	260.54	217.02	147.52	211.39	279.3	218.74	237.68	280.37
ENSG00000197302	14.18	21.64	13.36	39.41	31.27	36.9	20.18	19.86	20.17	19.47	18.62	38.75	19.67	17.16	6.88	21.71	14.73	6.79	10.57	15.63	17.5	10.42	24.34
ENSG00000184999	0	0.98	0	0	0	0	0	2.84	3.84	1.95	0.98	0.97	2.95	0	1.96	1.97	0	1.94	3.84	0.98	0	1.04	2.92
ENSG00000100302	129.52	26.56	41.99	34.16	34.12	78.66	12.11	34.04	85.48	56.48	20.58	34.88	38.35	138.23	82.52	55.27	103.11	69.88	41.32	69.34	81.66	38.57	56.46
ENSG00000155100	22.69	48.2	46.76	67	81.5	26.22	32.29	72.8	18.25	41.87	36.26	15.5	31.47	10.49	31.43	82.9	31.42	34.94	16.33	39.06	17.5	54.21	38.94
ENSG00000140497	187.19	176.09	224.26	173.4	184.79	148.58	263.35	126.7	132.55	192.8	144.06	225.73	193.72	199.24	186.64	173.7	211.12	381.41	176.8	195.31	199.29	205.36	147.97
ENSG00000001084	100.21	167.23	142.19	182.6	210.38	106.82	331.96	119.13	138.31	126.58	139.16	115.29	126.85	92.47	120.83	166.79	125.69	156.25	116.26	127.93	116.66	129.26	148.95
ENSG00000171735	262.82	370.86	344.5	286.38	324.1	404.96	566.05	625.92	456.24	352.48	523.32	858.36	417.92	404.2	294.7	414.5	339.76	511.45	417.98	395.51	369.42	448.26	477.02
ENSG00000167767	3.78	0.98	0.95	0	0	1.94	40.36	0	3.84	4.87	0.98	0	11.8	0	0	0.99	8.84	4.85	24.02	6.84	0	15.64	3.89
ENSG00000197301	6.62	1.97	0.95	0	3.79	1.94	2.02	2.84	1.92	3.89	1.96	18.41	0.98	3.81	1.96	0.99	9.82	6.79	0	2.93	0.97	16.68	4.87
ENSG00000257923	1289.53	916.83	740.53	729.08	701.27	1231.38	1574.04	1226.32	1132.43	910.42	833.98	1556.86	1112.15	1044.81	1042.25	822.09	980.99	1502.34	1389.41	1107.43	1006.19	1366.66	890.77
ENSG00000182912	20.8	0.98	0	3.94	4.74	13.6	0	2.84	1.92	1.95	0	0.97	0.98	1.91	0	1.97	0.98	1.94	0.96	2.93	10.69	4.17	0
ENSG00000128050	121.01	172.15	153.64	203.62	175.32	144.7	500.47	126.7	138.31	183.06	200.9	147.26	167.17	87.7	228.88	149.02	88.38	95.11	96.09	182.62	105.97	114.67	184.97
ENSG00000107625	45.38	54.1	71.57	72.25	64.44	69.92	77.69	69.97	43.22	59.4	68.6	47.47	48.18	68.64	55.99	72.04	49.1	41.73	24.98	50.78	48.61	38.57	51.6
ENSG00000006831	398.02	347.26	593.57	399.35	419.81	478.76	520.65	621.2	338.1	325.22	389.06	526.06	411.03	451.86	460.71	382.92	375.11	585.21	415.09	385.74	454.97	358.61	389.41
ENSG00000130119	59.56	57.06	95.43	140.56	74.87	50.5	123.1	75.64	52.83	98.35	63.7	55.22	52.12	61.01	83.5	102.64	69.72	24.26	69.18	80.08	34.03	87.57	80.8
ENSG00000006837	33.09	30.5	12.41	21.02	14.21	26.22	17.15	31.2	26.89	29.21	29.4	25.19	43.27	19.07	31.43	30.59	36.33	62.11	20.18	10.74	45.69	28.15	27.26
ENSG00000152377	22.69	67.88	197.54	181.29	218.91	78.66	163.46	119.13	96.05	185.98	41.16	146.29	98.33	146.81	85.46	105.6	89.36	41.73	62.46	111.33	284.84	94.86	53.54
ENSG00000156869	10.4	4.92	10.5	30.21	23.69	4.86	8.07	0	1.92	12.66	9.8	1.94	3.93	3.81	11.79	9.87	15.71	0	20.18	8.79	3.89	9.38	10.71
ENSG00000171016	52.94	37.38	43.9	76.19	32.22	41.76	85.77	31.2	43.22	22.4	21.56	16.47	35.4	20.97	24.56	20.73	36.33	14.56	18.26	52.73	36.94	31.27	26.28
ENSG00000126107	501.06	249.87	163.18	179.97	174.37	316.58	296.65	255.29	352.5	253.17	187.18	362.33	229.12	227.84	280.94	153.96	229.78	252.33	524.63	263.67	255.68	293.97	170.36
ENSG00000086189	129.52	144.61	139.33	169.46	146.89	168	360.21	148.44	128.71	137.29	123.48	149.19	131.77	150.62	101.18	150.01	147.3	134.9	70.14	113.28	145.82	114.67	137.27
ENSG00000106537	75.63	99.36	142.19	81.45	103.3	102.94	181.62	106.84	63.39	94.45	197.96	109.47	120.95	131.55	57.96	94.74	95.25	149.46	126.83	67.38	113.74	86.52	149.92
ENSG00000164066	73.74	94.44	83.02	72.25	74.87	52.44	84.76	41.6	116.22	65.24	127.4	64.91	197.65	110.58	141.45	89.81	138.46	179.54	180.64	177.74	196.38	180.34	114.87
ENSG00000164061	12.29	7.87	7.63	5.25	7.58	8.74	5.05	2.84	16.33	11.68	18.62	2.91	31.47	17.16	17.68	13.82	8.84	30.09	8.65	15.63	11.67	20.85	9.74
ENSG00000203778	115.34	168.22	147.92	151.07	234.07	290.36	77.69	432.1	197.86	191.82	323.4	204.42	233.05	220.21	269.16	196.39	306.38	241.65	103.77	264.65	217.76	252.27	230.72
ENSG00000144040	51.05	62.96	33.4	47.29	46.44	67.98	42.38	51.06	67.24	61.34	63.7	36.81	67.85	50.52	73.67	38.49	70.7	109.67	85.52	74.22	44.72	55.25	67.17
ENSG00000144045	0	1.97	0	1.31	0.95	0	2.02	0	0	0.97	1.96	0.97	2.95	1.91	0	0	0	1.94	0	0.98	0	2.08	0
ENSG00000017260	408.41	393.49	396.99	578.01	537.33	468.08	702.27	410.35	425.5	407.99	581.14	785.7	577.22	558.63	467.59	556.62	735.5	737.58	443.92	665.04	684.4	636.94	611.37
ENSG00000130810	14.18	13.77	13.36	10.51	7.58	36.9	32.29	19.86	10.57	14.61	28.42	25.19	16.72	19.07	17.68	10.86	26.51	20.38	8.65	11.72	26.25	15.64	17.52
ENSG00000100162	0	1.97	0.95	0	0	0	0	0	0	5.84	4.9	3.88	1.97	3.81	0	0	0.98	0	1.92	0	3.89	0	0
ENSG00000155363	494.45	403.33	150.78	110.35	109.93	244.72	180.61	109.68	150.8	138.27	90.16	117.22	149.47	185.89	155.21	88.82	204.25	95.11	181.6	160.16	199.29	177.22	110.98
ENSG00000182923	201.37	208.55	131.69	214.13	179.11	181.6	146.31	278.92	199.78	196.69	333.2	203.45	227.15	211.63	218.08	250.67	162.03	224.19	127.79	174.81	232.35	128.22	252.14
ENSG00000155366	590.88	761.4	895.13	520.21	488.99	609.86	1166.41	726.15	676.19	999.03	928.05	811.85	787.65	738.8	1015.72	700.7	577.4	545.42	910.9	920.9	590.1	606.71	960.86
ENSG00000155367	96.43	61.97	53.44	38.1	35.06	69.92	20.18	36.87	73	32.13	34.3	25.19	60.97	48.62	80.55	32.57	64.81	87.35	40.36	45.9	17.5	65.67	40.89
ENSG00000122778	14.18	13.77	8.59	27.59	37.91	13.6	12.11	7.56	20.17	21.42	28.42	1.94	12.78	24.79	33.4	44.41	23.57	27.17	15.37	14.65	26.25	16.68	22.39
ENSG00000166925	110.61	129.85	210.9	107.72	184.79	67.98	85.77	63.35	87.41	119.77	123.48	112.38	147.5	85.8	136.54	152.97	72.67	125.19	237.33	120.12	94.3	124.05	123.64
ENSG00000161653	3.78	1.97	0	2.63	5.69	0	3.03	4.73	3.84	0.97	3.92	13.56	0	0	0	0	0.98	2.91	0	5.86	3.89	2.08	2.92
ENSG00000141665	1.89	1.97	0	1.31	1.9	1.94	0	0	1.92	0.97	0	5.81	0	0	0	0.99	0.98	2.91	0.96	0.98	21.39	0	2.92
ENSG00000166840	10.4	5.9	1.91	0	4.74	4.86	2.02	7.56	16.33	2.92	5.88	1.94	6.88	6.67	6.88	6.91	3.93	19.41	9.61	11.72	23.33	14.59	18.5
ENSG00000117122	6.62	15.74	13.36	0	11.37	15.54	0	2.84	14.41	15.58	5.88	6.78	1.97	56.24	24.56	4.93	20.62	14.56	21.14	5.86	10.69	14.59	10.71
ENSG00000243156	1804.78	1015.2	836.92	648.95	479.52	1845.13	2790.9	1026.82	1254.41	1334.96	568.4	437.9	1818.18	1130.61	1035.37	570.43	1151.85	1707.11	1430.72	1150.4	1361.03	1411.49	782.71
ENSG00000160294	467.98	361.03	355	291.63	275.77	474.88	525.69	383.88	399.57	370.01	302.82	249.95	307.78	458.53	303.54	288.18	381.01	381.41	342.07	419.92	401.5	356.52	331.97
ENSG00000170579	3.78	1.97	0	2.63	0.95	4.86	0	0	14.41	2.92	7.84	4.84	13.77	6.67	0	7.9	3.93	9.71	1.92	1.95	3.89	5.21	7.79
ENSG00000160293	45.38	56.07	61.08	23.65	36.01	24.28	63.57	46.33	74.92	49.66	46.06	19.38	34.42	81.98	55.99	65.14	36.33	19.41	139.33	54.69	45.69	37.53	42.83
ENSG00000169385	3.78	0	0	0	0	1.94	10.09	0	1.92	3.89	3.92	0	0	0	0	0	8.84	0	0	0	0	0	0
ENSG00000246922	18.91	15.74	8.59	7.88	7.58	10.68	7.06	7.56	16.33	10.71	9.8	20.34	4.92	20.97	19.65	6.91	31.42	4.85	24.02	24.41	8.75	16.68	11.68
ENSG00000125772	207.04	131.82	352.14	338.93	271.03	80.6	104.94	255.29	191.14	117.82	230.3	385.58	225.18	290.75	175.84	193.43	265.13	324.15	421.82	317.39	307.2	365.9	248.25
ENSG00000160838	8.51	0	1.91	1.31	0.95	1.94	0	0	1.92	1.95	0.98	0	0	0	0	0	3.93	0	6.73	3.91	3.89	0	0.97
ENSG00000170571	18.91	40.33	13.36	35.47	11.37	28.16	8.07	63.35	12.49	20.45	27.44	64.91	28.52	8.58	26.52	16.78	26.51	30.09	24.98	17.58	10.69	27.1	25.31
ENSG00000170577	6.62	3.93	3.82	2.63	1.9	0	3.03	0	1.92	4.87	2.94	1.94	1.97	8.58	1.96	1.97	3.93	1.94	0.96	3.91	0	3.13	1.95
ENSG00000160298	14.18	15.74	8.59	5.25	16.11	6.8	2.02	19.86	28.82	6.82	11.76	7.75	24.58	40.04	11.79	9.87	6.87	9.71	19.22	30.27	4.86	21.89	16.55
ENSG00000160299	638.15	401.36	185.13	168.15	116.56	793.4	660.9	260.01	214.19	232.72	203.84	274.17	208.47	167.78	170.92	145.08	326.02	388.2	320.93	231.45	383.03	249.15	124.61
ENSG00000110400	75.63	27.54	105.93	59.11	114.67	71.86	55.5	72.8	83.56	67.19	49	49.41	60.97	66.73	42.24	83.89	43.21	28.14	94.16	45.9	70.97	40.66	40.89
ENSG00000072657	1.89	1.97	0.95	3.94	1.9	0	2.02	4.73	0	1.95	0.98	0	1.97	0	1.96	0	0.98	0	0.96	0	0.97	2.08	2.92
ENSG00000162733	1.89	17.71	77.3	135.31	144.04	15.54	45.41	31.2	26.89	21.42	10.78	6.78	8.85	22.88	6.88	24.67	12.77	14.56	1.92	38.09	12.64	19.81	14.6
ENSG00000153790	8.51	24.59	8.59	21.02	11.37	10.68	17.15	14.18	14.41	11.68	9.8	4.84	11.8	8.58	17.68	8.88	5.89	27.17	38.43	7.81	12.64	10.42	4.87
ENSG00000181007	51.05	59.02	25.77	42.04	37.91	57.3	53.48	21.75	34.58	41.87	57.82	30.03	39.33	66.73	33.4	51.32	30.44	15.53	24.98	29.3	37.91	34.4	39.91
ENSG00000181004	24.58	29.51	17.18	65.68	47.38	26.22	68.61	26.47	38.42	26.29	27.44	34.88	28.52	35.27	15.72	44.41	52.04	14.56	58.61	24.41	22.36	37.53	37.97
ENSG00000127022	1824.63	1605.44	2400.06	2916.34	2722.64	2459.84	2345.93	2874.34	1708.73	1685.5	1810.05	2635.13	1636.27	2033.38	1278.99	2463.32	1538.75	1888.59	1522.97	1549.82	1972.52	1874.34	1684.18
ENSG00000164904	152.21	148.54	171.77	182.6	146.89	129.16	63.57	121.02	138.31	163.58	155.82	238.32	132.75	98.19	159.14	131.26	88.38	90.26	78.79	92.77	126.38	132.39	137.27
ENSG00000126091	127.63	113.13	146.01	112.98	143.1	104.88	128.14	162.63	150.8	132.43	108.78	76.54	159.3	108.68	175.84	122.38	100.16	99.96	180.64	109.38	105.97	119.88	94.43
ENSG00000171992	6322.87	2274.37	3529.95	3462.82	3168.99	4510.85	1715.3	4394.71	4546.05	2519	2717.52	6401.82	3599	4415.66	4448.95	2594.58	4435.57	6623.67	5819.94	3751.98	3763.25	4375.19	3286.58
ENSG00000213402	78.47	22.63	4.77	5.25	4.74	4.86	7.06	9.46	10.57	4.87	12.74	32.94	26.55	29.55	20.63	4.93	21.6	17.47	8.65	20.51	17.5	21.89	10.71
ENSG00000164902	87.92	84.6	70.62	130.05	90.98	106.82	158.41	140.88	81.64	83.74	96.04	153.07	118	94.38	108.06	112.51	46.15	109.67	97.05	124.02	121.52	62.55	101.25
ENSG00000165061	24.58	10.82	3.82	6.57	3.79	10.68	40.36	9.46	1.92	12.66	7.84	4.84	3.93	0	0	2.96	11.78	10.68	0	10.74	10.69	1.04	2.92
ENSG00000176358	1.89	1.97	1.91	5.25	0	0	3.03	12.29	0	1.95	0.98	0.97	5.9	3.81	1.96	0	6.87	4.85	0	10.74	10.69	1.04	2.92
ENSG00000087586	26.47	19.67	22.9	26.27	28.43	6.8	0	29.31	26.89	18.5	45.08	25.19	21.63	22.88	13.75	32.57	23.57	24.26	14.41	9.77	17.5	17.72	23.36
ENSG00000107338	187.19	74.76	140.28	97.21	72.97	115.56	814.27	97.39	105.66	136.32	204.82	197.63	164.22	119.16	224.95	133.23	235.67	179.54	141.25	185.55	121.52	222.04	184.97
ENSG00000087589	1.89	1.97	8.59	3.94	1.9	0	2.02	0	3.84	1.95	2.94	0.97	1.97	6.67	3.93	1.97	0	0	1.92	3.91	0.97	0	0.97
ENSG00000125629	24.58	72.8	76.34	89.33	119.41	78.66	40.36	97.39	43.22	90.56	85.26	35.85	36.38	52.43	73.67	109.55	36.33	79.58	28.83	45.9	37.91	38.57	66.2
ENSG00000160741	352.64	211.5	205.17	153.7	137.41	290.36	329.94	225.98	285.27	198.64	109.76	142.41	218.3	209.72	199.41	108.56	204.25	329	311.32	234.38	202.21	244.98	168.42
ENSG00000083807	31.2	13.77	7.63	6.57	11.37	19.42	5.05	21.75	12.49	12.66	13.72	4.84	17.7	12.39	22.59	11.84	14.73	25.23	24.98	17.58	18.47	14.59	12.66
ENSG00000181374	3.78	6.89	0	1.31	1.9	0	0	0	3.84	3.89	3.92	1.94	0.98	1.91	0	1.97	3.93	1.94	0.96	0	0	0	0.97
ENSG00000160746	115.34	62.96	79.21	64.37	75.81	92.26	110.99	69.97	85.48	65.24	36.26	42.63	48.18	79.12	83.5	52.31	79.54	47.55	164.31	60.55	82.63	78.18	57.44
ENSG00000112249	94.54	125.92	126.92	178.66	149.73	155.38	145.3	68.08	83.56	85.69	83.3	70.72	106.2	81.98	106.09	139.15	110.96	71.82	92.24	81.06	51.52	81.31	78.85
ENSG00000133704	104.94	137.72	125.01	156.33	171.53	127.22	186.67	126.7	132.55	126.58	100.94	198.6	106.2	110.58	83.5	171.72	119.8	149.46	103.77	152.34	131.24	138.65	105.14
ENSG00000168389	8.51	0.98	4.77	1.31	0.95	0	62.56	29.31	5.76	1.95	0.98	1.94	3.93	3.81	8.84	0.99	0	1.94	0.96	1.95	0.97	8.34	0
ENSG00000180828	1.89	2.95	5.73	0	7.58	1.94	2.02	0	3.84	1.95	3.92	11.63	3.93	3.81	1.96	4.93	2.95	4.85	1.92	1.95	2.92	1.04	3.89
ENSG00000155816	3.78	2.95	1.91	0	1.9	1.94	0	2.84	0	2.92	5.88	0.97	4.92	17.16	0	1.97	2.95	0	3.84	7.81	0.97	6.25	2.92
ENSG00000168385	681.64	1009.3	1059.27	1293.96	1138.14	1001.22	990.84	1058.97	808.74	956.19	1041.73	1838.78	1130.83	1009.54	1033.41	1077.7	1022.23	1153.93	1012.75	940.44	1034.38	1343.73	982.28
ENSG00000168386	404.63	425.95	706.18	346.81	506.05	737.08	3897.78	918.09	294.87	601.76	356.72	252.86	583.12	699.72	426.33	539.84	359.4	314.44	377.62	733.4	579.41	390.92	735.98
ENSG00000139364	10.4	15.74	11.45	5.25	49.28	10.68	3.03	14.18	12.49	10.71	14.7	1.94	5.9	31.46	6.88	17.76	18.66	6.79	0.96	7.81	12.64	7.3	8.76
ENSG00000174628	68.07	85.58	37.22	36.78	37.91	92.26	115.03	58.62	69.16	51.61	73.5	32.94	60.97	104.86	83.5	63.16	67.76	55.32	91.28	77.15	56.39	79.23	69.12
ENSG00000180438	1.89	0.98	0.95	1.31	0.95	1.94	0	0	0	0.97	0.98	0	1.97	0	0	0.99	0.98	0	0.96	3.91	0.97	5.21	0
ENSG00000133935	82.25	90.5	142.19	137.93	115.61	118.48	47.42	119.13	107.58	86.66	101.92	149.19	150.45	108.68	105.11	95.73	112.93	168.87	126.83	88.87	141.94	85.48	89.56
ENSG00000197837	8.51	1.97	1.91	0	1.9	1.94	2.02	2.84	1.92	0.97	0.98	0	4.92	0	4.91	0.99	2.95	7.76	4.8	3.91	0.97	1.04	1.95
ENSG00000143815	40.65	52.14	120.24	84.07	79.6	43.7	301.69	21.75	43.22	56.48	83.3	38.75	44.25	73.4	35.36	76.98	51.06	37.85	51.89	81.06	57.36	54.21	91.51
ENSG00000179761	0	0.98	0	1.31	0.95	10.68	0	4.73	3.84	0.97	0	0	0	3.81	3.93	0.99	3.93	0	0	0.98	0.97	1.04	2.92
ENSG00000131171	112.5	157.4	187.04	161.58	217.01	36.9	72.65	109.68	79.72	142.16	233.24	127.88	93.42	87.7	105.11	170.74	92.31	85.4	51.89	124.02	83.61	89.65	254.09
ENSG00000159128	205.15	346.27	391.26	333.67	318.41	242.78	334.99	165.46	234.36	318.4	336.14	352.64	251.73	253.58	272.1	338.51	269.06	219.33	144.13	223.63	311.09	252.27	312.5
ENSG00000131174	2147.01	4010.65	3207.39	4119.65	4724.1	3286.27	1447.92	7662.38	7176.86	6154.85	13494.52	4420.63	5186.1	2912.31	6362.52	4909.87	5058.14	4139.19	2589.52	8016.66	4042.26	4190.68	7586.6
ENSG00000156136	8.51	16.72	40.08	63.06	55.91	24.28	22.2	12.29	12.49	30.19	14.7	29.06	15.73	3.81	3.93	48.36	6.87	1.94	4.8	7.81	19.44	4.17	16.55
ENSG00000132481	277	123.95	38.17	67	75.81	192.28	200.79	85.1	183.46	100.29	72.52	125.94	87.52	175.41	130.65	85.86	177.74	134.9	134.52	67.38	131.24	111.54	76.91
ENSG00000132485	359.25	565.64	559.22	496.57	456.77	695.32	640.72	659.96	470.65	413.83	596.82	704.32	531.98	531.94	644.4	529.97	581.33	441.58	359.36	526.37	555.11	546.25	583.14
ENSG00000196914	883.01	1041.77	1357.01	1215.14	1056.64	1228.47	1976.64	1172.43	961.46	983.45	1000.57	1428.01	1099.37	931.37	1148.34	1003.69	922.07	792.9	848.44	1016.61	1373.67	1095.62	1303.54
ENSG00000036448	6507.22	9201.77	6765.97	7163.41	9085.25	5411.07	2081.57	6471.98	6006.01	4852.02	10086.1	8174.72	7852.89	8236.46	7189.63	9286.8	5219.19	9390.57	6824.05	5926.8	9657.47	9116.28	9034.21
ENSG00000198301	80.36	87.55	61.08	98.52	67.28	85.46	227.03	126.7	81.64	72.05	102.9	80.41	85.55	73.4	55.99	109.55	91.32	92.2	86.48	64.45	71.94	60.46	107.09
ENSG00000198300	38.76	61.97	94.48	130.05	103.3	63.12	33.3	85.1	94.13	82.77	72.52	54.25	69.82	125.83	54.03	82.9	64.81	112.58	76.87	52.73	83.61	52.12	68.15
ENSG00000124429	3.78	36.4	20.04	0	39.8	67.98	3.03	43.49	5.76	28.24	5.88	1.94	9.83	12.39	6.88	29.61	3.93	2.91	0	12.7	18.47	13.55	14.6
ENSG00000188372	6.62	7.87	5.73	11.82	0.95	8.74	2.02	7.56	5.76	9.74	22.54	0.97	2.95	8.58	3.93	8.88	0	7.76	11.53	14.65	23.33	5.21	12.66
ENSG00000171223	490.67	444.64	530.59	86.7	218.91	232.1	221.98	764.91	649.3	71.08	163.66	364.27	161.27	129.65	305.5	155.93	196.39	76.67	116.26	81.06	135.13	116.76	196.65
ENSG00000171222	135.19	63.94	32.45	18.39	30.33	146.64	60.54	140.88	67.24	40.9	82.32	103.66	110.13	100.1	160.12	39.48	112.93	152.37	270.96	141.6	95.27	164.71	82.75
ENSG00000171224	8.51	18.69	10.5	11.82	18.01	31.08	7.06	14.18	28.82	18.5	11.76	25.19	18.68	31.46	47.15	25.66	21.6	39.79	3.84	17.58	15.55	15.64	18.5
ENSG00000171227	18.91	8.85	8.59	13.14	9.48	1.94	7.06	7.56	43.22	12.66	12.74	6.78	7.87	0	3.93	6.91	8.84	4.85	5.77	10.74	3.89	3.13	5.84
ENSG00000103512	24.58	18.69	20.99	186.54	39.8	26.22	52.47	24.58	63.39	28.24	49.98	62	39.33	20.97	31.43	19.74	45.17	25.23	50.93	24.41	57.36	34.4	41.86
ENSG00000135709	103.05	67.88	46.76	70.94	50.23	67.98	67.6	51.06	54.75	58.42	60.76	93	71.78	64.82	40.28	66.12	76.59	104.81	89.36	67.38	90.41	69.84	87.62
ENSG00000188566	192.86	80.67	64.89	19.7	39.8	101	62.56	89.82	158.48	71.08	81.34	124.01	103.25	140.13	123.77	41.45	177.74	206.72	322.85	153.32	135.13	140.73	66.2
ENSG00000180758	201.37	141.66	138.37	233.83	156.36	120.42	60.54	77.53	185.38	185.01	130.34	123.04	146.52	204.96	110.02	161.85	179.7	157.22	165.27	128.91	132.21	181.39	165.5
ENSG00000166965	47.27	61.97	58.21	59.11	54.02	24.28	28.25	58.62	56.67	57.45	63.7	87.19	44.25	43.85	42.24	47.37	63.83	90.26	56.69	44.92	49.58	72.97	51.6
ENSG00000166963	1666.75	719.1	259.57	290.32	225.54	1642.16	238.12	1561.03	890.38	232.72	365.54	985.27	515.27	653.01	947.94	307.92	555.8	783.19	770.61	1106.45	709.68	730.76	440.03
ENSG00000166960	14.18	1.97	0	0	1.9	0	2.02	0	1.92	2.92	1.96	0	0.98	0	0	1.97	0	1.94	3.84	0.98	0.97	2.08	1.95
ENSG00000188375	1.89	0.98	5.73	5.25	2.84	1.94	5.05	0	1.92	3.89	2.94	6.78	2.95	0	1.96	0.99	0	0	0.96	0.98	3.89	2.08	1.95
ENSG00000169129	34.98	28.53	49.62	17.08	58.76	22.34	28.25	17.02	20.17	33.11	38.22	21.31	34.42	38.13	26.52	39.48	17.68	17.47	3.84	21.48	27.22	45.87	28.23
ENSG00000180479	14.18	30.5	19.09	18.39	18.95	10.68	32.29	85.1	47.06	16.55	21.56	16.47	7.87	6.67	17.68	17.76	12.77	4.85	15.37	20.51	17.5	12.51	19.47
ENSG00000169126	0	4.92	5.73	3.94	1.9	4.86	3.03	4.73	3.84	3.89	1.96	7.75	0.98	1.91	3.93	6.91	2.95	1.94	0	6.84	3.89	1.04	7.79
ENSG00000254999	278.89	408.25	384.58	483.43	476.67	253.46	165.48	383.88	309.28	409.93	367.5	569.65	266.48	366.06	359.53	360.22	188.54	313.47	237.33	330.08	301.37	317.95	383.56
ENSG00000184432	184.35	327.58	332.1	324.48	356.32	349.6	344.07	223.14	185.38	320.35	334.18	432.08	260.58	180.17	244.6	436.21	257.28	169.84	216.19	250.98	319.84	172.01	382.59
