ID	CNT_1	CNT_10	CNT_2	CNT_3	CNT_4	CNT_5	CNT_6	CNT_7	CNT_8	CNT_9	ICM_1	ICM_10	ICM_11	ICM_12	ICM_13	ICM_2	ICM_3	ICM_4	ICM_5	ICM_6	ICM_7	ICM_8	ICM_9
ENSG00000124209	94.54	163.3	114.52	174.72	139.31	148.58	283.53	99.28	105.66	139.24	98.98	94.94	111.12	119.16	128.68	131.26	104.09	84.43	103.77	105.47	111.8	112.59	119.74
ENSG00000064703	55.78	45.25	38.17	52.55	66.34	61.18	82.74	24.58	38.42	57.45	45.08	17.44	56.05	50.52	62.87	52.31	45.17	24.26	65.34	63.48	75.83	41.7	30.18
ENSG00000164938	154.1	480.06	101.16	285.07	174.37	207.82	84.76	55.78	197.86	166.51	195.02	130.79	236.98	192.57	120.83	269.43	138.46	125.19	283.45	188.48	232.35	168.88	120.72
ENSG00000115204	753.49	393.49	293.92	291.63	324.1	730.28	448	730.88	680.03	467.38	407.68	782.79	882.05	544.33	912.58	232.91	666.76	1316	1208.77	780.28	687.32	843.35	413.74
ENSG00000160161	0	0.98	3.82	0	0.95	4.86	7.06	2.84	3.84	0	2.94	5.81	3.93	0	1.96	1.97	0	1.94	0.96	2.93	0	2.08	0.97
ENSG00000110514	326.16	254.78	362.63	375.71	292.83	146.64	326.92	201.39	221.88	304.77	272.44	186.01	278.28	222.12	207.27	233.9	286.74	249.42	313.24	181.64	267.34	296.06	176.21
ENSG00000111358	18.91	15.74	25.77	35.47	50.23	0	23.21	17.02	47.06	22.4	19.6	16.47	22.62	10.49	20.63	45.4	37.31	19.41	34.59	12.7	18.47	14.59	36.99
ENSG00000174776	20.8	7.87	0	0	1.9	4.86	0	2.84	5.76	1.95	0.98	0	0	3.81	0	2.96	0.98	1.94	4.8	0	4.86	1.04	1.95
ENSG00000076864	92.65	42.3	7.63	30.21	30.33	48.56	3.03	89.82	43.22	18.5	32.34	13.56	11.8	35.27	42.24	36.52	18.66	39.79	40.36	17.58	31.11	50.04	13.63
ENSG00000086015	1966.44	908.96	871.27	884.1	1086.97	1803.37	4513.27	1240.5	1684.72	845.18	1021.15	463.09	2396.38	1486.19	1511.8	588.2	1923.68	2098.22	1839.09	1629.89	1659.48	1748.2	1146.8
ENSG00000163637	22.69	74.76	65.85	48.61	67.28	43.7	52.47	48.22	32.66	70.11	66.64	102.69	57.03	31.46	45.19	63.16	69.72	41.73	36.51	86.91	56.39	72.97	87.62
ENSG00000115808	262.82	590.24	380.76	627.93	395.18	307.84	754.73	295.94	358.27	442.07	396.9	265.45	389.4	311.73	258.35	457.93	370.2	408.58	342.07	362.31	330.54	404.47	399.14
ENSG00000168032	0	1.97	0.95	3.94	4.74	0	2.02	7.56	3.84	6.82	0.98	23.25	5.9	0	4.91	1.97	9.82	1.94	6.73	0.98	3.89	6.25	9.74
ENSG00000167747	31.2	15.74	8.59	11.82	13.27	13.6	45.41	14.18	28.82	13.63	19.6	1.94	26.55	40.04	31.43	19.74	28.48	20.38	20.18	31.25	33.05	16.68	13.63
ENSG00000167740	45.38	46.24	34.35	30.21	57.81	87.4	25.23	85.1	48.99	82.77	84.28	47.47	48.18	61.01	55.99	59.21	73.65	59.2	45.16	49.81	37.91	70.89	68.15
ENSG00000168038	10.4	18.69	22.9	10.51	17.06	67.98	2.02	29.31	14.41	13.63	25.48	10.66	2.95	31.46	26.52	41.45	15.71	4.85	4.8	24.41	19.44	35.44	17.52
ENSG00000167748	18.91	6.89	0	0	0	0	7.06	2.84	7.68	1.95	2.94	0	4.92	3.81	1.96	1.97	27.5	0	0	8.79	7.78	3.13	1.95
ENSG00000148053	43.49	41.32	98.29	98.52	98.56	22.34	33.3	17.02	30.74	17.53	40.18	30.03	34.42	64.82	22.59	27.63	17.68	30.09	11.53	34.18	27.22	44.83	85.67
ENSG00000124201	464.19	763.37	362.63	325.79	235.97	356.4	1070.55	289.32	362.11	291.14	226.38	254.79	262.55	253.58	336.94	290.15	286.74	219.33	323.81	286.13	367.48	288.76	281.35
ENSG00000108784	152.21	60.99	50.58	42.04	77.71	155.38	79.71	123.86	107.58	115.87	57.82	42.63	103.25	83.89	87.43	49.35	85.43	95.11	116.26	94.73	87.49	66.72	70.09
ENSG00000114854	20247.74	19475.8	20703.48	21679.41	24322.73	38679.66	32111.51	45892	33564.7	34343.89	48623.4	59881.43	33991.84	26768.49	39374.52	22324.84	35623.03	42173.12	45109.61	39902.63	32758.02	36295.21	32451.12
ENSG00000213995	343.18	267.57	289.15	197.05	251.13	571.02	510.56	332.82	299.68	259.01	330.26	358.46	390.38	400.38	305.5	235.87	367.26	459.05	429.51	452.15	490.94	471.19	286.21
ENSG00000087494	6.62	1.97	0	0	4.74	1.94	3.03	7.56	1.92	4.87	0.98	18.41	5.9	6.67	0	9.87	0.98	1.94	3.84	5.86	4.86	1.04	7.79
ENSG00000219545	16.07	77.71	63.94	102.47	57.81	34.96	17.15	46.33	12.49	39.92	38.22	64.91	27.53	17.16	29.47	66.12	30.44	46.58	14.41	30.27	15.55	44.83	38.94
ENSG00000169740	182.46	228.22	198.49	187.85	223.65	229.18	135.21	249.61	207.47	231.74	326.34	199.57	231.08	190.66	162.08	232.91	208.18	201.86	228.69	179.69	226.51	190.77	221.96
ENSG00000169744	205.15	153.46	267.2	197.05	298.51	80.6	126.13	126.7	181.53	169.43	217.56	283.86	117.02	113.44	179.77	188.5	128.64	144.6	76.87	172.85	149.71	138.65	157.71
ENSG00000130764	211.77	232.16	285.33	202.3	247.34	262.2	190.7	269.47	193.06	224.93	289.1	338.11	245.83	234.51	251.48	204.29	217.02	296.97	364.17	233.4	232.35	232.47	242.41
ENSG00000177565	534.15	483.01	416.07	629.25	403.7	518.58	995.89	441.55	605.12	610.52	540.96	1105.4	449.38	584.37	457.76	488.52	553.83	559.98	555.38	498.05	629.96	565.01	526.67
ENSG00000059804	36.87	49.19	416.07	52.55	61.6	34.96	43.39	55.78	58.59	26.29	42.14	91.07	11.8	40.04	85.46	24.67	100.16	24.26	73.99	26.37	25.28	19.81	57.44
ENSG00000153714	18.91	7.87	15.27	5.25	19.9	17.48	32.29	4.73	14.41	8.76	27.44	18.41	4.92	22.88	8.84	29.61	21.6	10.68	4.8	12.7	30.14	32.32	21.42
ENSG00000251692	168.28	8.85	30.54	0	20.85	207.82	62.56	176.81	114.3	19.47	22.54	35.85	16.72	192.57	26.52	8.88	31.42	127.14	22.1	39.06	36.94	62.55	15.58
ENSG00000168291	642.88	876.5	1110.8	1217.77	1349.47	1250.8	583.2	1328.44	916.32	1164.56	1751.25	1597.55	1082.65	747.38	1067.79	1274.1	913.23	729.82	676.45	1115.24	1020.77	779.76	1198.4
ENSG00000120907	112.5	142.64	34.35	137.93	90.03	122.36	7.06	36.87	65.31	111.98	38.22	34.88	64.9	38.13	26.52	101.65	21.6	81.52	78.79	48.83	51.52	37.53	53.54
ENSG00000105879	26.47	46.24	52.49	137.93	102.35	33.02	65.59	26.47	28.82	49.66	36.26	33.91	38.35	27.65	40.28	82.9	26.51	39.79	24.02	37.11	17.5	18.76	36.02
ENSG00000117620	59.56	58.04	74.44	80.13	73.92	24.28	45.41	52.95	61.47	63.29	51.94	49.41	34.42	50.52	49.12	78.95	30.44	24.26	4.8	81.06	31.11	55.25	62.3
ENSG00000120903	0	0	0	0	0.95	0	5.05	0	1.92	1.95	0.98	0.97	1.97	0	0	0.99	0	2.91	1.92	0.98	2.92	1.04	1.95
ENSG00000105877	6.62	1.97	0.95	0	2.84	4.86	7.06	0	7.68	2.92	4.9	1.94	7.87	8.58	1.96	2.96	6.87	4.85	4.8	4.88	11.67	5.21	5.84
ENSG00000105875	86.03	52.14	26.72	40.72	29.38	28.16	20.18	51.06	73	46.74	48.02	41.66	40.32	61.01	60.9	48.36	39.28	37.85	104.73	91.8	43.75	54.21	36.99
ENSG00000135074	260.93	353.16	104.02	115.6	137.41	927.42	1244.1	145.61	134.47	320.35	165.62	246.07	576.23	123.93	200.39	137.18	357.44	173.72	134.52	260.74	300.4	406.56	560.74
ENSG00000135077	10.4	21.64	15.27	2.63	12.32	15.54	13.12	26.47	28.82	25.32	13.72	26.16	6.88	10.49	17.68	8.88	21.6	6.79	36.51	18.55	21.39	31.27	9.74
ENSG00000131023	94.54	131.82	119.29	197.05	108.03	124.3	283.53	114.41	142.15	135.35	75.46	78.47	99.32	87.7	111.99	145.08	106.05	72.79	132.6	143.56	112.77	123.01	143.11
ENSG00000057294	1405.82	1433.29	1063.09	3285.48	2468.66	1766.46	518.63	988.05	1975.75	2691.35	1534.67	1174.18	1049.22	644.43	825.15	2462.34	840.57	982.15	940.68	1402.35	990.63	1018.48	1337.61
ENSG00000112144	137.08	132.8	45.81	233.83	90.03	159.26	17.15	34.04	150.8	94.45	115.64	100.76	125.87	83.89	49.12	113.49	109.98	55.32	130.68	94.73	116.66	57.34	72.04
ENSG00000131759	211.77	121	200.4	49.92	65.39	122.36	148.32	94.55	158.48	69.13	72.52	47.47	97.35	110.58	139.49	98.69	162.03	130.05	142.21	91.8	97.22	130.31	103.19
ENSG00000142279	199.48	148.54	129.78	89.33	80.55	87.4	72.65	68.08	110.46	154.82	96.04	110.44	112.1	87.7	125.74	84.87	55.97	111.61	125.87	126.95	49.58	161.58	105.14
ENSG00000146083	205.15	203.63	167.96	182.6	135.52	272.88	143.28	145.61	238.2	213.24	117.6	159.85	148.48	142.04	155.21	163.83	174.79	156.25	142.21	208.99	147.77	195.98	147.97
ENSG00000136250	8.51	1.97	8.59	3.94	10.42	0	2.02	2.84	0	8.76	14.7	11.63	2.95	12.39	1.96	7.9	24.55	32.03	19.22	10.74	7.78	8.34	19.47
ENSG00000149792	90.76	183.96	236.67	229.89	214.17	67.98	65.59	80.37	110.46	197.66	194.04	117.22	106.2	83.89	186.64	181.59	64.81	67.94	84.56	132.81	56.39	125.09	146.03
ENSG00000146085	168.28	210.52	276.75	349.43	378.12	229.18	77.69	191.94	197.86	271.67	218.54	179.23	158.32	157.29	152.26	303.97	116.85	127.14	168.15	191.41	145.82	232.47	185.94
ENSG00000132591	381.94	244.95	318.74	319.22	338.32	340.86	211.89	274.2	227.64	373.91	239.12	550.28	253.7	230.7	267.19	259.56	174.79	338.7	261.35	264.65	190.54	259.57	231.7
ENSG00000115593	1196.88	1328.03	2170.07	3749.2	2764.33	1808.22	347.1	1339.78	1983.43	2750.74	1504.29	1024.02	1259.65	1118.21	1740.68	2550.17	1420.91	1549.89	1782.4	1738.29	1063.55	1541.79	1763.03
ENSG00000102471	63.34	140.67	191.81	239.09	248.29	61.18	196.76	80.37	112.38	141.19	157.78	196.67	122.92	94.38	153.24	209.22	92.31	134.9	54.77	125	112.77	127.18	157.71
ENSG00000149798	49.16	45.25	63.94	44.66	38.85	50.5	158.41	82.26	50.91	44.79	27.44	40.69	21.63	64.82	110.02	37.5	51.06	9.71	111.46	65.43	31.11	30.23	44.78
ENSG00000177700	492.56	460.38	557.31	426.94	591.34	603.06	601.37	820.7	381.32	539.44	1232.83	1492.92	789.62	726.41	1049.12	605.96	823.88	874.42	1053.11	944.34	797.17	647.37	779.78
ENSG00000177706	106.83	122.97	96.38	47.29	97.61	85.46	89.8	65.24	71.08	77.9	118.58	87.19	98.33	106.77	103.14	84.87	150.24	125.19	94.16	74.22	104.02	135.52	91.51
ENSG00000177707	12.29	19.67	32.45	21.02	36.96	24.28	15.14	48.22	26.89	21.42	20.58	0.97	15.73	8.58	20.63	13.82	42.22	7.76	4.8	9.77	17.5	10.42	13.63
ENSG00000174514	1.89	4.92	6.68	21.02	17.06	8.74	10.09	9.46	36.5	8.76	5.88	4.84	7.87	8.58	8.84	10.86	6.87	1.94	22.1	12.7	0.97	4.17	2.92
ENSG00000110944	0	0	0	1.31	0.95	0	0	0	0	0.97	0.98	0.97	0.98	0	4.91	1.97	5.89	1.94	0.96	0	2.92	0	2.92
ENSG00000180644	31.2	41.32	25.77	6.57	4.74	8.74	5.05	2.84	5.76	20.45	9.8	2.91	2.95	8.58	17.68	6.91	3.93	19.41	0	2.93	4.86	14.59	23.36
ENSG00000121716	897.19	269.54	188.95	183.91	189.53	496.24	409.66	538.94	466.8	230.77	284.2	409.8	765.03	808.39	448.92	186.53	779.69	792.9	859.97	919.93	999.38	641.11	356.31
ENSG00000187961	82.25	26.56	8.59	6.57	17.06	39.82	42.38	2.84	54.75	31.16	17.64	10.66	42.28	27.65	20.63	15.79	42.22	46.58	39.4	33.2	33.05	25.02	17.52
ENSG00000147689	1.89	1.97	0	0	0.95	1.94	2.02	7.56	3.84	0	5.88	0	1.97	1.91	0	1.97	0	2.91	0	0.98	4.86	1.04	0
ENSG00000147687	20.8	23.61	25.77	19.7	47.38	22.34	42.38	65.24	20.17	54.53	49.98	9.69	16.72	14.3	17.68	32.57	15.71	15.53	16.33	20.51	11.67	9.38	35.05
ENSG00000147684	1594.9	1844.49	2144.31	1853.58	2205.21	2826.93	2710.18	4685.93	2826.75	2598.84	3433.9	4129.02	2818.23	1731.18	2864.46	2168.24	2201.58	2726.14	1977.46	2564.47	2456.66	2244.41	3188.26
ENSG00000188342	75.63	125.92	103.06	119.54	195.22	71.86	115.03	77.53	99.89	125.61	158.76	62.97	117.02	119.16	105.11	183.56	107.04	64.05	71.1	73.24	85.55	68.8	158.68
ENSG00000188343	84.14	65.91	45.81	53.86	81.5	39.82	42.38	43.49	58.59	71.08	100.94	56.19	68.83	24.79	45.19	78.95	46.15	72.79	59.57	75.2	49.58	77.14	91.51
ENSG00000114529	12.29	40.33	72.53	14.45	29.38	34.96	475.24	242.99	20.17	22.4	24.5	17.44	21.63	20.97	76.62	14.8	14.73	20.38	1.92	12.7	23.33	25.02	24.34
ENSG00000147174	24.58	14.76	0.95	6.57	2.84	4.86	110.99	19.86	18.25	9.74	11.76	11.63	21.63	14.3	8.84	9.87	34.37	42.7	1.92	33.2	10.69	14.59	15.58
ENSG00000166831	865.99	1332.95	1156.61	1198.06	1120.14	968.21	2705.14	1529.83	1252.49	1488.81	1085.83	1407.66	1076.75	678.75	1298.63	1006.65	668.72	794.84	694.7	748.05	717.46	891.3	1136.09
ENSG00000135617	453.79	301.02	327.32	291.63	380.01	601.12	138.23	638.22	485.05	401.17	370.44	369.11	377.6	379.41	455.8	266.47	321.11	521.16	345.91	365.24	435.53	358.61	348.52
ENSG00000162849	8.51	12.79	8.59	5.25	20.85	1.94	30.27	34.04	28.82	22.4	12.74	10.66	9.83	10.49	6.88	54.28	9.82	4.85	1.92	13.67	15.55	6.25	52.57
ENSG00000114520	87.92	149.53	127.88	120.86	154.47	218.5	195.75	140.88	150.8	128.53	117.6	108.51	149.47	87.7	98.23	151	106.05	94.14	90.32	128.91	134.16	116.76	106.11
ENSG00000166839	22.69	22.63	20.99	11.82	12.32	36.9	15.14	14.18	10.57	6.82	6.86	11.63	17.7	17.16	17.68	7.9	9.82	27.17	6.73	10.74	22.36	12.51	1.95
ENSG00000189157	3.78	14.76	5.73	6.57	17.06	10.68	0	9.46	18.25	6.82	18.62	25.19	10.82	3.81	6.88	10.86	14.73	6.79	1.92	10.74	17.5	14.59	11.68
ENSG00000149243	1.89	2.95	0	1.31	0.95	1.94	0	12.29	0	1.95	4.9	0.97	3.93	0	3.93	2.96	14.73	6.79	15.37	0.98	8.75	4.17	4.87
ENSG00000184702	399.91	326.6	690.91	377.02	392.33	258.32	79.71	230.7	260.3	484.91	316.54	105.6	404.15	245	380.16	448.06	302.45	234.86	332.46	314.46	183.74	278.34	245.33
ENSG00000169813	225.95	382.67	367.4	358.63	387.59	207.82	432.86	213.68	230.52	268.75	188.16	198.6	130.78	167.78	202.36	321.73	176.76	169.84	114.34	164.06	123.46	112.59	195.68
ENSG00000145191	225.95	332.5	246.21	250.91	263.45	351.54	502.48	283.65	214.19	310.61	275.38	174.38	242.88	196.38	251.48	234.88	277.9	219.33	289.22	240.24	247.9	297.1	263.82
ENSG00000069956	68.07	81.65	64.89	136.62	129.83	45.64	196.76	75.64	91.25	68.16	79.38	106.57	86.53	106.77	83.5	78.95	76.59	79.58	16.33	41.99	77.77	40.66	99.3
ENSG00000145194	6.62	8.85	13.36	7.88	10.42	33.02	38.34	2.84	7.68	13.63	16.66	8.72	8.85	8.58	8.84	7.9	15.71	2.91	20.18	6.84	4.86	11.47	10.71
ENSG00000115694	453.79	326.6	352.14	244.34	271.03	299.1	394.52	356.46	486.97	384.62	343.98	397.21	342.2	366.06	471.52	314.82	396.72	446.43	524.63	396.49	375.26	326.29	356.31
ENSG00000169814	26.47	27.54	29.58	93.27	60.65	31.08	20.18	34.04	47.06	47.71	31.36	9.69	45.23	22.88	31.43	45.4	17.68	25.23	19.22	44.92	48.61	39.61	55.49
ENSG00000214117	0	3.93	3.82	6.57	3.79	6.8	5.05	2.84	16.33	2.92	0	0	9.83	3.81	3.93	1.97	6.87	1.94	13.45	5.86	3.89	8.34	3.89
ENSG00000163462	0	1.97	1.91	0	4.74	0	3.03	4.73	1.92	0.97	5.88	0	0.98	3.81	1.96	0.99	8.84	12.62	3.84	3.91	3.89	3.13	1.95
ENSG00000163463	1193.1	309.87	240.48	187.85	228.39	944.9	623.56	902.96	747.27	245.38	288.12	891.29	607.7	866.54	553.05	129.28	696.22	1230.6	1229.9	631.84	1040.22	717.21	353.39
ENSG00000163464	3.78	0.98	6.68	0	2.84	1.94	2.02	2.84	1.92	0.97	0	0	0	3.81	3.93	0.99	0	1.94	0.96	0.98	0	1.04	0
ENSG00000084710	1.89	3.93	23.86	30.21	22.74	17.48	15.14	4.73	30.74	23.37	9.8	7.75	9.83	10.49	4.91	23.69	15.71	10.68	5.77	6.84	4.86	9.38	13.63
ENSG00000105298	135.19	54.1	65.85	39.41	55.91	66.04	107.96	48.22	83.56	63.29	47.04	45.53	84.57	104.86	87.43	47.37	76.59	81.52	126.83	68.36	60.27	64.63	64.25
ENSG00000163468	310.09	534.16	733.85	535.98	718.33	373.88	1118.98	342.27	378.44	780.92	747.74	478.59	587.05	341.28	668.96	895.13	519.46	511.45	588.05	552.74	364.56	601.5	680.49
ENSG00000168036	469.87	734.84	1713.92	1091.66	1128.67	290.36	498.45	480.32	325.61	1000.98	735	406.9	484.78	351.77	609.04	1308.64	519.46	186.34	389.15	638.68	394.7	537.91	740.84
ENSG00000141682	3.78	1.97	4.77	3.94	4.74	1.94	35.32	2.84	0	1.95	2.94	9.69	5.9	3.81	1.96	4.93	0.98	1.94	1.92	0	8.75	0	3.89
ENSG00000068650	256.2	478.09	802.56	1163.91	795.09	347.66	571.1	381.04	396.69	629.02	356.72	294.51	563.45	290.75	449.9	616.82	305.39	343.56	231.57	458.01	296.51	407.6	404.98
ENSG00000048471	80.36	61.97	82.07	91.96	67.28	59.24	30.27	63.35	45.14	74.98	61.74	39.72	59	29.55	69.75	56.25	40.26	74.73	69.18	47.85	47.64	43.78	72.04
ENSG00000105290	122.9	49.19	29.58	39.41	48.33	104.88	40.36	121.02	91.25	45.76	100.94	216.04	102.27	83.89	121.81	62.18	107.04	246.51	230.61	116.21	128.33	217.87	94.43
ENSG00000140297	0	1.97	0.95	0	0	1.94	0	4.73	1.92	0	2.94	0	1.97	0	0	1.97	0.98	0	6.73	2.93	0	3.13	0.97
ENSG00000162599	2374.86	1547.4	1160.43	1269	1141.93	3211.49	912.14	3318.72	2154.4	1328.15	1418.05	2482.06	1571.37	2939.96	1561.9	1224.75	1557.41	2539.8	1841.01	1633.8	2986.49	2141.21	1387.26
ENSG00000109736	194.75	105.26	71.57	21.02	68.23	57.3	241.15	82.26	85.48	74	60.76	200.54	103.25	110.58	113.95	55.27	173.81	84.43	119.15	128.91	183.74	125.09	116.82
ENSG00000109738	47.27	37.38	53.44	123.48	109.93	34.96	25.23	29.31	50.91	48.69	89.18	130.79	79.65	41.94	101.18	95.73	57.94	65.02	15.37	102.54	53.47	58.38	51.6
ENSG00000058600	180.57	172.15	200.4	132.68	197.11	302.02	308.75	413.19	201.71	173.32	167.58	264.48	186.83	157.29	136.54	155.93	165.95	112.58	117.23	171.88	154.57	167.84	181.07
ENSG00000029364	133.3	136.74	109.74	126.11	116.56	150.52	175.57	111.57	97.97	127.56	140.14	199.57	107.18	119.16	106.09	158.89	165.95	144.6	111.46	116.21	174.02	128.22	145.05
ENSG00000029363	387.62	467.27	403.67	558.31	438.77	572.96	734.55	461.41	407.25	292.11	416.5	394.3	381.53	395.62	392.93	409.57	347.62	278.53	399.72	426.76	343.17	305.44	456.58
ENSG00000162595	18.91	48.2	23.86	118.23	18.01	54.38	0	14.18	16.33	27.26	192.08	35.85	46.22	35.27	49.12	41.45	30.44	7.76	97.05	32.23	34.03	60.46	30.18
ENSG00000118640	28.36	41.32	13.36	9.2	21.8	19.42	32.29	21.75	22.09	35.05	43.12	60.07	23.6	10.49	17.68	14.8	49.1	22.32	29.79	32.23	53.47	16.68	29.21
ENSG00000006210	174.9	264.62	858.87	155.01	103.3	428.26	196.76	298.78	116.22	218.11	112.7	220.89	137.67	313.63	224.95	133.23	85.43	82.49	161.42	112.31	233.32	191.81	219.04
ENSG00000069329	392.34	549.9	463.79	588.52	543.96	483.62	229.04	383.88	291.03	454.72	397.88	501.84	321.55	337.47	317.29	545.76	295.57	459.05	230.61	312.5	319.84	327.33	425.43
ENSG00000090776	147.48	73.78	250.98	122.17	101.4	89.34	216.94	82.26	83.56	128.53	106.82	92.04	118	129.65	143.42	122.38	106.05	72.79	78.79	96.68	128.33	102.16	79.83
ENSG00000115073	318.6	347.26	478.1	338.93	330.73	387.48	211.89	242.99	248.77	429.41	381.22	291.61	374.65	397.52	453.83	361.21	312.27	314.44	458.33	338.87	239.15	292.93	317.37
ENSG00000068354	143.7	135.75	157.46	132.68	120.35	197.14	226.02	102.11	150.8	140.21	84.28	129.82	153.4	148.71	174.85	93.76	144.35	147.52	105.69	125.98	164.3	127.18	88.59
ENSG00000213853	1077.76	782.06	716.68	738.28	688	1324.61	1285.47	1471.21	874.06	903.61	724.22	802.17	558.53	1057.2	671.91	754.98	787.54	1085.99	779.26	704.11	960.5	862.11	555.88
ENSG00000135960	0	1.97	0	0	1.9	0	2.02	0	0	1.95	1.96	0	0	1.91	0	1.97	0	0	1.92	1.95	0.97	5.21	0.97
ENSG00000029534	1732.93	661.06	967.66	1014.15	977.99	1287.7	314.81	1711.36	2026.66	872.45	1193.63	1475.48	1165.25	2250.73	1122.8	1051.06	995.72	2068.14	1827.56	1045.91	2065.85	1263.46	1737.72
ENSG00000213585	1073.98	1657.58	1391.37	1889.05	1941.76	1967.49	1489.29	1963.81	2666.35	1729.32	2389.23	4895.34	1461.23	755.96	1336.94	1389.57	1106.68	1349.97	1448.02	1352.55	1232.7	2297.57	1588.78
ENSG00000138696	26.47	91.49	4.77	18.39	15.16	63.12	17.15	26.47	16.33	17.53	25.48	19.38	21.63	8.58	13.75	21.71	18.66	25.23	19.22	17.58	49.58	21.89	8.76
ENSG00000138347	623.97	912.9	1146.11	1543.56	1249.97	997.34	4188.37	1665.04	845.24	1314.51	919.23	1023.05	1691.33	934.23	1462.68	1402.4	1085.08	1111.22	1073.28	1554.7	946.89	1469.86	1643.29
ENSG00000138346	57.67	59.02	26.72	24.96	22.74	34.96	38.34	21.75	61.47	25.32	57.82	22.28	59	62.92	24.56	31.58	54.99	22.32	94.16	41.02	65.13	51.08	59.38
ENSG00000213588	18.91	34.43	20.04	43.35	30.33	15.54	23.21	24.58	24.01	33.11	29.4	9.69	23.6	22.88	24.56	22.7	17.68	9.71	6.73	17.58	8.75	36.49	23.36
ENSG00000213859	26.47	20.66	18.13	44.66	21.8	6.8	27.24	12.29	18.25	34.08	43.12	30.03	14.75	40.04	40.28	34.54	24.55	33	58.61	25.39	12.64	42.74	19.47
ENSG00000105122	20.8	10.82	0.95	5.25	4.74	15.54	3.03	12.29	7.68	5.84	16.66	8.72	6.88	14.3	6.88	3.95	17.68	19.41	47.08	11.72	26.25	14.59	13.63
ENSG00000014216	367.76	287.25	351.18	233.83	321.26	264.14	180.61	206.12	364.99	345.67	200.9	178.26	230.1	227.84	289.79	267.45	247.46	212.54	345.91	214.85	101.11	233.51	171.34
ENSG00000105127	155.99	181.99	125.01	106.41	102.35	264.14	227.03	277.03	169.05	146.06	127.4	110.44	131.77	125.83	150.3	128.3	171.85	112.58	180.64	155.27	161.38	132.39	136.29
ENSG00000112685	43.49	113.13	90.66	114.29	146.89	78.66	77.69	55.78	63.39	91.53	99.96	24.22	70.8	68.64	57.96	94.74	43.21	46.58	49	100.59	71.94	57.34	77.88
ENSG00000039068	0	0.98	0	0	0.95	1.94	5.05	0	0	0.97	0	0	1.97	0	0	0.99	0	0	1.92	2.93	0.97	2.08	0
ENSG00000156976	930.28	1620.2	1573.64	2210.9	1934.18	793.4	2227.88	884.05	1012.37	1168.46	1483.71	2027.69	1247.85	1184.94	1059.93	1843.54	1046.78	1098.61	794.63	1073.25	1150.07	1040.37	1176.01
ENSG00000070269	55.78	50.17	31.49	53.86	45.49	22.34	77.69	126.7	69.16	43.82	69.58	31	118	106.77	54.03	51.32	115.87	74.73	151.82	90.82	100.13	91.74	63.28
ENSG00000173193	566.3	1406.73	343.55	199.68	142.15	1268.28	241.15	577.7	303.52	434.28	165.62	186.98	178.97	355.58	228.88	256.6	202.29	159.16	444.88	260.74	395.67	218.92	249.22
ENSG00000186564	3.78	1.97	0.95	0	0	1.94	0	7.56	1.92	0.97	0.98	4.84	3.93	6.67	0	1.97	3.93	0	5.77	2.93	0.97	2.08	4.87
ENSG00000186566	211.77	205.6	174.64	265.36	177.21	218.5	190.7	155.06	385.16	220.06	170.52	72.66	255.67	165.87	181.73	185.54	189.52	329	319.01	271.49	180.82	285.63	227.8
ENSG00000186567	588.99	255.77	161.28	88.02	77.71	555.48	3656.63	323.36	287.19	97.37	45.08	95.91	148.48	391.8	66.8	74.02	441.89	248.45	527.51	160.16	260.54	261.66	170.36
ENSG00000146555	20.8	17.71	29.58	15.76	54.96	10.68	18.16	38.77	10.57	45.76	11.76	8.72	3.93	38.13	10.81	27.63	17.68	22.32	40.36	18.55	11.67	15.64	15.58
ENSG00000146223	103.05	100.34	58.21	218.07	90.03	102.94	166.49	65.24	101.81	105.16	67.62	74.6	61.95	56.24	38.31	88.82	61.86	67.94	47.08	55.66	53.47	54.21	57.44
ENSG00000146221	1.89	1.97	0	0	1.9	0	0	4.73	5.76	0.97	0	0.97	0	3.81	0	0.99	0.98	0	24.98	0	4.86	0	0.97
ENSG00000148719	268.49	239.05	242.39	231.21	156.36	297.16	475.24	323.36	230.52	218.11	247.94	275.14	264.52	227.84	280.94	185.54	299.5	271.74	227.72	253.91	265.4	231.43	204.44
ENSG00000060709	6.62	1.97	0.95	0	0.95	0	0	0	0	1.95	2.94	1.94	1.97	3.81	3.93	1.97	8.84	2.91	5.77	5.86	3.89	3.13	10.71
ENSG00000051009	110.61	121.98	148.87	216.75	87.19	102.94	123.1	69.97	107.58	129.5	98	99.79	125.87	81.98	157.17	137.18	109.98	125.19	237.33	149.42	152.63	146.99	89.56
ENSG00000133318	268.49	144.61	141.24	187.85	203.75	201.02	468.18	244.89	185.38	185.01	206.78	376.86	126.85	157.29	113.95	172.71	208.18	303.77	215.23	169.92	157.49	197.02	160.63
ENSG00000133317	12.29	4.92	10.5	0	0.95	10.68	2.02	0	1.92	0.97	4.9	9.69	0.98	0	0	0.99	0	2.91	1.92	5.86	2.92	2.08	0.97
ENSG00000055070	534.15	433.82	613.61	599.03	434.03	435.06	503.49	534.21	514.83	470.3	395.92	388.49	350.07	364.16	436.15	410.55	366.28	493.01	305.55	384.77	367.48	400.3	322.23
